date,dataset,variable,window,lag,rolling_autocorrelation
2019-01-30,daily_uci,r_uci,500,1,-0.014512484096588592
2019-01-31,daily_uci,r_uci,500,1,-0.014519690085949628
2019-02-01,daily_uci,r_uci,500,1,-0.014501352511287294
2019-02-04,daily_uci,r_uci,500,1,-0.01447792684031134
2019-02-05,daily_uci,r_uci,500,1,-0.014473645543725249
2019-02-06,daily_uci,r_uci,500,1,-0.01446452866680332
2019-02-07,daily_uci,r_uci,500,1,-0.014202949636302949
2019-02-08,daily_uci,r_uci,500,1,-0.01399292090553267
2019-02-11,daily_uci,r_uci,500,1,-0.014009726578577207
2019-02-12,daily_uci,r_uci,500,1,-0.014013027121061755
2019-02-13,daily_uci,r_uci,500,1,-0.01401745621288158
2019-02-14,daily_uci,r_uci,500,1,-0.014023371746487585
2019-02-15,daily_uci,r_uci,500,1,-0.014047680748387852
2019-02-18,daily_uci,r_uci,500,1,-0.014135495103123638
2019-02-19,daily_uci,r_uci,500,1,-0.014153488055969641
2019-02-20,daily_uci,r_uci,500,1,-0.014121141794399028
2019-02-21,daily_uci,r_uci,500,1,-0.014160470824217555
2019-02-22,daily_uci,r_uci,500,1,-0.014169789634608817
2019-02-25,daily_uci,r_uci,500,1,-0.0141933206142288
2019-02-26,daily_uci,r_uci,500,1,-0.014208908290782994
2019-02-27,daily_uci,r_uci,500,1,-0.014220688831943589
2019-02-28,daily_uci,r_uci,500,1,-0.014231089381651954
2019-03-01,daily_uci,r_uci,500,1,-0.014221489202309125
2019-03-04,daily_uci,r_uci,500,1,-0.01424791610307091
2019-03-05,daily_uci,r_uci,500,1,-0.0143603139874595
2019-03-06,daily_uci,r_uci,500,1,-0.014382907439951343
2019-03-07,daily_uci,r_uci,500,1,-0.01439073357148585
2019-03-12,daily_uci,r_uci,500,1,-0.009375056770194243
2019-03-13,daily_uci,r_uci,500,1,-0.009298681829343278
2019-03-14,daily_uci,r_uci,500,1,-0.009300942347243893
2019-03-15,daily_uci,r_uci,500,1,-0.009304104992136823
2019-03-18,daily_uci,r_uci,500,1,-0.009305550477030211
2019-03-19,daily_uci,r_uci,500,1,-0.009303552171119387
2019-03-20,daily_uci,r_uci,500,1,-0.00930805325230292
2019-03-25,daily_uci,r_uci,500,1,-0.009310434712395625
2019-03-26,daily_uci,r_uci,500,1,-0.009310409471009485
2019-03-27,daily_uci,r_uci,500,1,-0.009310516289822867
2019-03-28,daily_uci,r_uci,500,1,-0.00930983883420536
2019-03-29,daily_uci,r_uci,500,1,-0.009309640041331209
2019-04-01,daily_uci,r_uci,500,1,-0.009308841233428487
2019-04-02,daily_uci,r_uci,500,1,-0.00931334768356461
2019-04-03,daily_uci,r_uci,500,1,-0.009316520414924086
2019-04-04,daily_uci,r_uci,500,1,-0.009317630988520627
2019-04-05,daily_uci,r_uci,500,1,-0.009318801184130846
2019-04-08,daily_uci,r_uci,500,1,-0.009327955141118692
2019-04-09,daily_uci,r_uci,500,1,-0.009331234333949884
2019-04-10,daily_uci,r_uci,500,1,-0.009330005306742814
2019-04-11,daily_uci,r_uci,500,1,-0.009329322192591558
2019-04-12,daily_uci,r_uci,500,1,-0.009321248486717707
2019-04-15,daily_uci,r_uci,500,1,-0.009259724549534052
2019-04-16,daily_uci,r_uci,500,1,-0.009287458931875726
2019-04-17,daily_uci,r_uci,500,1,-0.009274245623125385
2019-04-18,daily_uci,r_uci,500,1,-0.009272753912948364
2019-04-19,daily_uci,r_uci,500,1,-0.008148945466246723
2019-04-22,daily_uci,r_uci,500,1,-0.008620994073727342
2019-04-23,daily_uci,r_uci,500,1,-0.008624199825286916
2019-04-24,daily_uci,r_uci,500,1,-0.00862412496560457
2019-04-25,daily_uci,r_uci,500,1,-0.008624089422969156
2019-04-26,daily_uci,r_uci,500,1,-0.008624558177297887
2019-04-29,daily_uci,r_uci,500,1,-0.008625846142669993
2019-04-30,daily_uci,r_uci,500,1,-0.009145908132877953
2019-05-01,daily_uci,r_uci,500,1,-0.007479057474086896
2019-05-02,daily_uci,r_uci,500,1,-0.007481140140465142
2019-05-03,daily_uci,r_uci,500,1,-0.0074813446217659365
2019-05-06,daily_uci,r_uci,500,1,-0.00748166730248191
2019-05-07,daily_uci,r_uci,500,1,-0.007480763848694848
2019-05-08,daily_uci,r_uci,500,1,-0.007478217834324295
2019-05-10,daily_uci,r_uci,500,1,-0.007476605981396107
2019-05-13,daily_uci,r_uci,500,1,-0.00747686190845291
2019-05-14,daily_uci,r_uci,500,1,-0.00747724632300832
2019-05-15,daily_uci,r_uci,500,1,-0.007478253088177854
2019-05-16,daily_uci,r_uci,500,1,-0.0074775304662583935
2019-05-17,daily_uci,r_uci,500,1,-0.007468846721668545
2019-05-20,daily_uci,r_uci,500,1,-0.007462292231877961
2019-05-21,daily_uci,r_uci,500,1,-0.007455595006114177
2019-05-22,daily_uci,r_uci,500,1,-0.007455918842249952
2019-05-23,daily_uci,r_uci,500,1,-0.007456018212158954
2019-05-24,daily_uci,r_uci,500,1,-0.007449867451152745
2019-05-27,daily_uci,r_uci,500,1,-0.0074541309813837475
2019-05-28,daily_uci,r_uci,500,1,-0.007449956380111583
2019-05-29,daily_uci,r_uci,500,1,-0.0074264982361521
2019-05-30,daily_uci,r_uci,500,1,-0.0074082409437285345
2019-05-31,daily_uci,r_uci,500,1,-0.007404593667695368
2019-06-01,daily_uci,r_uci,500,1,-0.007401792220226892
2019-06-03,daily_uci,r_uci,500,1,-0.007400762252910139
2019-06-04,daily_uci,r_uci,500,1,-0.007401728008263263
2019-06-07,daily_uci,r_uci,500,1,-0.0074023446694202735
2019-06-10,daily_uci,r_uci,500,1,-0.007401966143740019
2019-06-11,daily_uci,r_uci,500,1,-0.00740272748046432
2019-06-12,daily_uci,r_uci,500,1,-0.007402924901418416
2019-06-13,daily_uci,r_uci,500,1,-0.007395800694825565
2019-06-14,daily_uci,r_uci,500,1,-0.0073920849573155265
2019-06-17,daily_uci,r_uci,500,1,-0.0073938086188978696
2019-06-18,daily_uci,r_uci,500,1,-0.007392736087046693
2019-06-19,daily_uci,r_uci,500,1,-0.007392967463248984
2019-06-20,daily_uci,r_uci,500,1,-0.007399251464689849
2019-06-21,daily_uci,r_uci,500,1,-0.007407416336169794
2019-06-24,daily_uci,r_uci,500,1,-0.007408161740980996
2019-06-25,daily_uci,r_uci,500,1,-0.0074088909156158535
2019-06-26,daily_uci,r_uci,500,1,-0.0074107935947120476
2019-06-27,daily_uci,r_uci,500,1,-0.007413121301534372
2019-06-28,daily_uci,r_uci,500,1,-0.007409806628694847
2019-07-01,daily_uci,r_uci,500,1,-0.007383799576777763
2019-07-02,daily_uci,r_uci,500,1,-0.0073883911911469735
2019-07-03,daily_uci,r_uci,500,1,-0.007389399682788499
2019-07-04,daily_uci,r_uci,500,1,-0.0073861771908647605
2019-07-05,daily_uci,r_uci,500,1,-0.007387667670301351
2019-07-08,daily_uci,r_uci,500,1,-0.007388382173293836
2019-07-09,daily_uci,r_uci,500,1,-0.007387197875916991
2019-07-10,daily_uci,r_uci,500,1,-0.007386597975696495
2019-07-11,daily_uci,r_uci,500,1,-0.007387035434999716
2019-07-12,daily_uci,r_uci,500,1,-0.007387454769328718
2019-07-15,daily_uci,r_uci,500,1,-0.007390744332388566
2019-07-16,daily_uci,r_uci,500,1,-0.007390990619073127
2019-07-17,daily_uci,r_uci,500,1,-0.007389155142130699
2019-07-18,daily_uci,r_uci,500,1,-0.007395447411157683
2019-07-19,daily_uci,r_uci,500,1,-0.007401295247021631
2019-07-22,daily_uci,r_uci,500,1,-0.007402006609265333
2019-07-23,daily_uci,r_uci,500,1,-0.007402418638902692
2019-07-24,daily_uci,r_uci,500,1,-0.0074043160254181105
2019-07-25,daily_uci,r_uci,500,1,-0.0074344529768582005
2019-07-26,daily_uci,r_uci,500,1,-0.007423332092905604
2019-07-29,daily_uci,r_uci,500,1,-0.007431099517401025
2019-07-30,daily_uci,r_uci,500,1,-0.007426909290293951
2019-07-31,daily_uci,r_uci,500,1,-0.0074422987094883136
2019-08-01,daily_uci,r_uci,500,1,-0.007459625029999878
2019-08-02,daily_uci,r_uci,500,1,-0.007455660602602165
2019-08-05,daily_uci,r_uci,500,1,-0.007451746575242722
2019-08-06,daily_uci,r_uci,500,1,-0.00741584587007452
2019-08-07,daily_uci,r_uci,500,1,-0.007588288873228013
2019-08-08,daily_uci,r_uci,500,1,-0.007584858761249033
2019-08-09,daily_uci,r_uci,500,1,-0.007582685224855358
2019-08-12,daily_uci,r_uci,500,1,-0.007581345149359365
2019-08-13,daily_uci,r_uci,500,1,-0.007578542409592395
2019-08-14,daily_uci,r_uci,500,1,-0.007581627915924253
2019-08-15,daily_uci,r_uci,500,1,-0.007600750941947559
2019-08-16,daily_uci,r_uci,500,1,-0.007619263266906968
2019-08-19,daily_uci,r_uci,500,1,-0.0076363673626277245
2019-08-20,daily_uci,r_uci,500,1,-0.007624277617116452
2019-08-21,daily_uci,r_uci,500,1,-0.007616502499578883
2019-08-22,daily_uci,r_uci,500,1,-0.007613492155318128
2019-08-23,daily_uci,r_uci,500,1,-0.00760570394312986
2019-08-26,daily_uci,r_uci,500,1,-0.007605854433951226
2019-08-27,daily_uci,r_uci,500,1,-0.007605561744012275
2019-08-28,daily_uci,r_uci,500,1,-0.007604642231930457
2019-08-29,daily_uci,r_uci,500,1,-0.0076059825873099965
2019-08-30,daily_uci,r_uci,500,1,-0.007613106458851103
2019-09-04,daily_uci,r_uci,500,1,-0.007613203702202365
2019-09-05,daily_uci,r_uci,500,1,-0.007613751650902003
2019-09-06,daily_uci,r_uci,500,1,-0.007634927693433999
2019-09-07,daily_uci,r_uci,500,1,-0.007608656613387904
2019-09-09,daily_uci,r_uci,500,1,-0.007600090765289912
2019-09-10,daily_uci,r_uci,500,1,-0.0076027678968927405
2019-09-11,daily_uci,r_uci,500,1,-0.007601725139069991
2019-09-12,daily_uci,r_uci,500,1,-0.007604537578014497
2019-09-13,daily_uci,r_uci,500,1,-0.007607208009740896
2019-09-16,daily_uci,r_uci,500,1,-0.007608971551817651
2019-09-17,daily_uci,r_uci,500,1,-0.007608562870013208
2019-09-18,daily_uci,r_uci,500,1,-0.007610062509475348
2019-09-19,daily_uci,r_uci,500,1,-0.007611871005666799
2019-09-20,daily_uci,r_uci,500,1,-0.007609894758746225
2019-09-23,daily_uci,r_uci,500,1,-0.007604621263535523
2019-09-24,daily_uci,r_uci,500,1,-0.007611845364926511
2019-09-25,daily_uci,r_uci,500,1,-0.007599134098648953
2019-09-26,daily_uci,r_uci,500,1,-0.00759714569450742
2019-09-27,daily_uci,r_uci,500,1,-0.007597026758459899
2019-09-30,daily_uci,r_uci,500,1,-0.007592797090713897
2019-10-02,daily_uci,r_uci,500,1,-0.007611354483226479
2019-10-03,daily_uci,r_uci,500,1,-0.007622260070076022
2019-10-04,daily_uci,r_uci,500,1,-0.007617884567419029
2019-10-07,daily_uci,r_uci,500,1,-0.007626134384451923
2019-10-08,daily_uci,r_uci,500,1,-0.007636156719079228
2019-10-09,daily_uci,r_uci,500,1,-0.007634669922600671
2019-10-10,daily_uci,r_uci,500,1,-0.007632213594229859
2019-10-11,daily_uci,r_uci,500,1,-0.0076316724206767
2019-10-14,daily_uci,r_uci,500,1,-0.007625400486574328
2019-10-15,daily_uci,r_uci,500,1,-0.007624837362442621
2019-10-16,daily_uci,r_uci,500,1,-0.00762689408204227
2019-10-17,daily_uci,r_uci,500,1,-0.007632342741313075
2019-10-18,daily_uci,r_uci,500,1,-0.007642301934054491
2019-10-21,daily_uci,r_uci,500,1,-0.007692767886125659
2019-10-22,daily_uci,r_uci,500,1,-0.007696625424747572
2019-10-23,daily_uci,r_uci,500,1,-0.00769526454812131
2019-10-24,daily_uci,r_uci,500,1,-0.007695959051248221
2019-10-25,daily_uci,r_uci,500,1,-0.007695986014721368
2019-10-28,daily_uci,r_uci,500,1,-0.007712639865156592
2019-10-29,daily_uci,r_uci,500,1,-0.007754768907061741
2019-10-30,daily_uci,r_uci,500,1,-0.007760342091709748
2019-10-31,daily_uci,r_uci,500,1,-0.00775458267958761
2019-11-01,daily_uci,r_uci,500,1,-0.0077536449204713784
2019-11-04,daily_uci,r_uci,500,1,-0.007753651119793019
2019-11-05,daily_uci,r_uci,500,1,-0.007748755155312062
2019-11-06,daily_uci,r_uci,500,1,-0.007757995450686044
2019-11-07,daily_uci,r_uci,500,1,-0.007765394305595856
2019-11-08,daily_uci,r_uci,500,1,-0.00777134277183262
2019-11-11,daily_uci,r_uci,500,1,-0.00777493294703436
2019-11-12,daily_uci,r_uci,500,1,-0.00776701700651402
2019-11-13,daily_uci,r_uci,500,1,-0.007756587688123702
2019-11-14,daily_uci,r_uci,500,1,-0.007756432650764726
2019-11-15,daily_uci,r_uci,500,1,-0.007754776408749264
2019-11-18,daily_uci,r_uci,500,1,-0.007753131865879729
2019-11-19,daily_uci,r_uci,500,1,-0.007753720688385821
2019-11-20,daily_uci,r_uci,500,1,-0.0077556120099228215
2019-11-21,daily_uci,r_uci,500,1,-0.007754903655788016
2019-11-22,daily_uci,r_uci,500,1,-0.007756426282788641
2019-11-25,daily_uci,r_uci,500,1,-0.00775553696169117
2019-11-26,daily_uci,r_uci,500,1,-0.0077583423825413255
2019-11-27,daily_uci,r_uci,500,1,-0.007776937761286854
2019-11-28,daily_uci,r_uci,500,1,-0.0077663234023281425
2019-11-29,daily_uci,r_uci,500,1,-0.0077567957668886875
2019-12-02,daily_uci,r_uci,500,1,-0.007785566138528767
2019-12-03,daily_uci,r_uci,500,1,-0.0077482888326644034
2019-12-04,daily_uci,r_uci,500,1,-0.0077459517196201855
2019-12-05,daily_uci,r_uci,500,1,-0.007746786378401684
2019-12-06,daily_uci,r_uci,500,1,-0.007749972086230363
2019-12-09,daily_uci,r_uci,500,1,-0.007753476110832334
2019-12-10,daily_uci,r_uci,500,1,-0.0077526072596505015
2019-12-11,daily_uci,r_uci,500,1,-0.0077516345735961925
2019-12-12,daily_uci,r_uci,500,1,-0.007750745673286072
2019-12-13,daily_uci,r_uci,500,1,-0.007748084407316473
2019-12-16,daily_uci,r_uci,500,1,-0.007754896898945755
2019-12-17,daily_uci,r_uci,500,1,-0.007771881702906378
2019-12-18,daily_uci,r_uci,500,1,-0.007742247074202099
2019-12-19,daily_uci,r_uci,500,1,-0.007745750511263128
2019-12-20,daily_uci,r_uci,500,1,-0.00774217285437636
2019-12-23,daily_uci,r_uci,500,1,-0.007796214602563771
2019-12-24,daily_uci,r_uci,500,1,-0.00781188697505382
2019-12-25,daily_uci,r_uci,500,1,-0.007812669471551596
2019-12-26,daily_uci,r_uci,500,1,-0.007813234005393964
2019-12-27,daily_uci,r_uci,500,1,-0.007802354806714793
2019-12-28,daily_uci,r_uci,500,1,-0.007794155898645695
2019-12-30,daily_uci,r_uci,500,1,-0.007768076474254788
2020-01-03,daily_uci,r_uci,500,1,-0.007743502527360431
2020-01-04,daily_uci,r_uci,500,1,-0.007748252267480692
2020-01-06,daily_uci,r_uci,500,1,-0.007749094909641549
2020-01-07,daily_uci,r_uci,500,1,-0.007750978218040777
2020-01-08,daily_uci,r_uci,500,1,-0.007724284421965364
2020-01-09,daily_uci,r_uci,500,1,-0.007722765455717753
2020-01-10,daily_uci,r_uci,500,1,-0.007723643075007849
2020-01-13,daily_uci,r_uci,500,1,-0.007710557634942419
2020-01-14,daily_uci,r_uci,500,1,-0.007743693152083399
2020-01-15,daily_uci,r_uci,500,1,-0.007780863323334631
2020-01-16,daily_uci,r_uci,500,1,-0.007811470915308611
2020-01-17,daily_uci,r_uci,500,1,-0.007810264645980714
2020-01-20,daily_uci,r_uci,500,1,-0.007814893225429106
2020-01-21,daily_uci,r_uci,500,1,-0.007837143058778322
2020-01-22,daily_uci,r_uci,500,1,-0.007842520413582469
2020-01-23,daily_uci,r_uci,500,1,-0.007962654371076268
2020-01-24,daily_uci,r_uci,500,1,-0.007859940462066064
2020-01-27,daily_uci,r_uci,500,1,-0.007866741313959364
2020-01-28,daily_uci,r_uci,500,1,-0.007867724345175256
2020-01-29,daily_uci,r_uci,500,1,-0.007866819561098314
2020-01-30,daily_uci,r_uci,500,1,-0.00786606726338876
2020-01-31,daily_uci,r_uci,500,1,-0.007861468761634642
2020-02-03,daily_uci,r_uci,500,1,-0.007852101893693984
2020-02-04,daily_uci,r_uci,500,1,-0.00786588869127952
2020-02-05,daily_uci,r_uci,500,1,-0.0078434772465923
2020-02-06,daily_uci,r_uci,500,1,-0.007840045909374848
2020-02-07,daily_uci,r_uci,500,1,-0.007843274379237158
2020-02-10,daily_uci,r_uci,500,1,-0.00785175053161621
2020-02-11,daily_uci,r_uci,500,1,-0.00786553548596416
2020-02-12,daily_uci,r_uci,500,1,-0.007860584867952214
2020-02-13,daily_uci,r_uci,500,1,-0.00786646731285836
2020-02-14,daily_uci,r_uci,500,1,-0.007859166342946077
2020-02-17,daily_uci,r_uci,500,1,-0.007847984345600658
2020-02-18,daily_uci,r_uci,500,1,-0.007844195890675214
2020-02-19,daily_uci,r_uci,500,1,-0.007843032308823933
2020-02-20,daily_uci,r_uci,500,1,-0.007847693859614924
2020-02-21,daily_uci,r_uci,500,1,-0.007856950744556264
2020-02-24,daily_uci,r_uci,500,1,-0.007864199488690056
2020-02-25,daily_uci,r_uci,500,1,-0.00786527979447547
2020-02-26,daily_uci,r_uci,500,1,-0.00787398848919045
2020-02-27,daily_uci,r_uci,500,1,-0.007864585082131212
2020-02-28,daily_uci,r_uci,500,1,-0.007858056056257138
2020-03-02,daily_uci,r_uci,500,1,-0.007862032198741578
2020-03-03,daily_uci,r_uci,500,1,-0.007863438687367573
2020-03-04,daily_uci,r_uci,500,1,-0.007863925006387466
2020-03-05,daily_uci,r_uci,500,1,-0.007864542712511979
2020-03-06,daily_uci,r_uci,500,1,-0.007864906001641
2020-03-09,daily_uci,r_uci,500,1,-0.00786704232199108
2020-03-10,daily_uci,r_uci,500,1,-0.007872880531467216
2020-03-11,daily_uci,r_uci,500,1,-0.007862981150466066
2020-03-12,daily_uci,r_uci,500,1,-0.007861203172708477
2020-03-13,daily_uci,r_uci,500,1,-0.007861809267082298
2020-03-16,daily_uci,r_uci,500,1,-0.007861659877050916
2020-03-17,daily_uci,r_uci,500,1,-0.00785997673675801
2020-03-18,daily_uci,r_uci,500,1,-0.007856850566591626
2020-03-19,daily_uci,r_uci,500,1,-0.007859052015516075
2020-03-20,daily_uci,r_uci,500,1,-0.007860693371146128
2020-03-24,daily_uci,r_uci,500,1,-0.00786353613495173
2020-03-25,daily_uci,r_uci,500,1,-0.007897523092663063
2020-03-26,daily_uci,r_uci,500,1,-0.00796311746926643
2020-03-27,daily_uci,r_uci,500,1,-0.007948650544687718
2020-03-30,daily_uci,r_uci,500,1,-0.00792701123461492
2020-03-31,daily_uci,r_uci,500,1,-0.00790036890834086
2020-04-01,daily_uci,r_uci,500,1,-0.00790765633804074
2020-04-02,daily_uci,r_uci,500,1,-0.007918935974254304
2020-04-03,daily_uci,r_uci,500,1,-0.007923076310230984
2020-04-06,daily_uci,r_uci,500,1,-0.00793126802737604
2020-04-07,daily_uci,r_uci,500,1,-0.00790883881281767
2020-04-08,daily_uci,r_uci,500,1,-0.007909607639101588
2020-04-09,daily_uci,r_uci,500,1,-0.00790989539166563
2020-04-10,daily_uci,r_uci,500,1,-0.007911273753106702
2020-04-13,daily_uci,r_uci,500,1,-0.007909972101409306
2020-04-14,daily_uci,r_uci,500,1,-0.007909630734637586
2020-04-15,daily_uci,r_uci,500,1,-0.007907821462600686
2020-04-16,daily_uci,r_uci,500,1,-0.007917014046317195
2020-04-17,daily_uci,r_uci,500,1,-0.007886427974733257
2020-04-20,daily_uci,r_uci,500,1,-0.007887137064791827
2020-04-21,daily_uci,r_uci,500,1,-0.007887467961976034
2020-04-22,daily_uci,r_uci,500,1,-0.007888979100347991
2020-04-23,daily_uci,r_uci,500,1,-0.007879364106395373
2020-04-24,daily_uci,r_uci,500,1,-0.007880782974737053
2020-04-27,daily_uci,r_uci,500,1,-0.007882545127838024
2020-04-28,daily_uci,r_uci,500,1,-0.00791350871817902
2020-04-29,daily_uci,r_uci,500,1,-0.007929020777048242
2020-04-30,daily_uci,r_uci,500,1,-0.007926887483839568
2020-05-01,daily_uci,r_uci,500,1,-0.007929434155732022
2020-05-04,daily_uci,r_uci,500,1,-0.007929606589930945
2020-05-05,daily_uci,r_uci,500,1,-0.007925126873011046
2020-05-06,daily_uci,r_uci,500,1,-0.007921461705995898
2020-05-07,daily_uci,r_uci,500,1,-0.007940134800355486
2020-05-08,daily_uci,r_uci,500,1,-0.00797900362454596
2020-05-11,daily_uci,r_uci,500,1,-0.007972318422495793
2020-05-12,daily_uci,r_uci,500,1,-0.007972505659984499
2020-05-13,daily_uci,r_uci,500,1,-0.007966374062988618
2020-05-14,daily_uci,r_uci,500,1,-0.008049776480999936
2020-05-15,daily_uci,r_uci,500,1,-0.00806012929542284
2020-05-18,daily_uci,r_uci,500,1,-0.008056739389758556
2020-05-19,daily_uci,r_uci,500,1,-0.008023730464188875
2020-05-20,daily_uci,r_uci,500,1,-0.008085419297233063
2020-05-21,daily_uci,r_uci,500,1,-0.008096178356834809
2020-05-22,daily_uci,r_uci,500,1,-0.008097807249196417
2020-05-25,daily_uci,r_uci,500,1,-0.008101127693226615
2020-05-26,daily_uci,r_uci,500,1,-0.008115286986794373
2020-05-27,daily_uci,r_uci,500,1,-0.008116846635470356
2020-05-28,daily_uci,r_uci,500,1,-0.008114269729693679
2020-05-29,daily_uci,r_uci,500,1,-0.008113310582386651
2020-06-01,daily_uci,r_uci,500,1,-0.00811182315759625
2020-06-02,daily_uci,r_uci,500,1,-0.008113154594708589
2020-06-03,daily_uci,r_uci,500,1,-0.00811936959965317
2020-06-04,daily_uci,r_uci,500,1,-0.008116338675858772
2020-06-05,daily_uci,r_uci,500,1,-0.008121189367232657
2020-06-08,daily_uci,r_uci,500,1,-0.008123693706132196
2020-06-09,daily_uci,r_uci,500,1,-0.008126870349609142
2020-06-10,daily_uci,r_uci,500,1,-0.008128937508697627
2020-06-11,daily_uci,r_uci,500,1,-0.008146214821829168
2020-06-12,daily_uci,r_uci,500,1,-0.008193990520769603
2020-06-15,daily_uci,r_uci,500,1,-0.00819221133105374
2020-06-16,daily_uci,r_uci,500,1,-0.008176003636324449
2020-06-17,daily_uci,r_uci,500,1,-0.008183883389696028
2020-06-18,daily_uci,r_uci,500,1,-0.008188105679657413
2020-06-19,daily_uci,r_uci,500,1,-0.008172220703598073
2020-06-22,daily_uci,r_uci,500,1,-0.008175764973509504
